rec_id,value
228,"Hua, Renmin, 1990, The sedimentation-reworking genesis of Dogchuan-type stratiform copper deposits: Chinese Journal of Geochemistry, v. 9,  p.231-243."
228,"Ran, Chongying, 1983, On genetic model of Donchuan type stata-bound copper deposit: Scientia Sinica (Series B), v. 26, p. 983-995."
228,"Warren, John, 1997, Evaporites, their evolution and economics: Blackwell Science, Oxford, p. 312."
229,"Ran, Chongying, 1983, On genetic model of Donchuan type stata-bound copper deposit: Scientia Sinica (Series B), v. 26, p. 983-995."
229,"Hua, Renmin, 1990, The sedimentation-reworking genesis of Dogchuan-type stratiform copper deposits: Chinese Journal of Geochemistry, v. 9,  p.231-243."
229,"Ruan, Huichu, Hua, Renmin, and Cox, D.P., 1991, Copper deposition by fluid mixing in deformed strata adjacent to a salt diapir, Dongchuan area, Yunnan Province, China: Economic Geology, v. 86, p. 1539-1545."
230,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
230,"Geological Survey of Canada Open File 2915b, 256 p."
231,"Ruan, Huichu, Hua, Renmin, and Cox, D.P., 1991, Copper deposition by fluid mixing in deformed strata adjacent to a salt diapir, Dongchuan area, Yunnan Province, China: Economic Geology, v. 86, p. 1539-1545."
231,"Ran, Chongying, 1983, On genetic model of Donchuan type stata-bound copper deposit: Scientia Sinica (Series B), v. 26, p. 983-995."
231,"Hua, Renmin, 1990, The sedimentation-reworking genesis of Dongchuan-type stratiform copper deposits: Chinese Journal of Geochemistry, v. 9,  p.231-243."
232,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
232,"Chen, W., 1988, Mesozoic and Cenozoic sandstone-hosted copper deposits in South China: Mineralium Deposita, v. 23, p. 262-267."
232,"Geological Survey of Canada Open File 2915b, 256 p."
233,"Chen, W., 1988, Mesozoic and Cenozoic sandstone-hosted copper deposits in South China: Mineralium Deposita, v. 23, p. 262-267."
233,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
233,"Geologgical Survey of Canada Open File 2915b, 256 p."
234,"Geological Survey of Canada Open File 2915b, 256 p."
234,"Chen, W., 1988, Mesozoic and Cenozoic sandstone-hosted copper deposits in South China: Mineralium Deposita, v. 23, p. 262-267."
234,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
235,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
235,"Chen, W., 1988, Mesozoic and Cenozoic sandstone-hosted copper deposits in South China: Mineralium Deposita, v. 23, p. 262-267."
235,"Geological Survey of Canada Open File 2915b, 256 p."
236,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
236,"Geological Survey of Canada Open File 2915b, 256 p."
237,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
237,"Chen, W., 1988, Mesozoic and Cenozoic sandstone-hosted copper deposits in South China: Mineralium Deposita, v. 23, p. 262-267."
237,"Geological Survey of Canada Open File 2915b, 256 p."
238,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
238,"Geological Survey of Canada Open File 2915b, 256 p."
239,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
239,"Chen, W., 1988, Mesozoic and Cenozoic sandstone-hosted copper deposits in South China: Mineralium Deposita, v. 23, p. 262-267."
239,"Geological Survey of Canada Open File 2915b, 256 p."
240,"Cox, D.P., unpublished data."
241,"Cox, D.P., unpublished data."
242,"Cox, D.P., unpublished data."
243,"Chen, W., 1988, Mesozoic and Cenozoic sandstone-hosted copper deposits in South China: Mineralium Deposita, v. 23, p. 262-267."
243,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
243,"Geological Survey of Canada Open File 2915b, 256 p."
244,"Geological Survey of Canada Open File 2915b, 256 p."
244,"Chen, W., 1988, Mesozoic and Cenozoic sandstone-hosted copper deposits in South China: Mineralium Deposita, v. 23, p. 262-267."
244,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
245,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
245,"Geological Survey of Canada Open File 2915b, 256 p."
246,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
246,"Chen, W., 1988, Mesozoic and Cenozoic sandstone-hosted copper deposits in South China: Mineralium Deposita, v. 23, p. 262-267."
246,"Geological Survey of Canada Open File 2915b, 256 p."
247,"Sen, S., 1975, Metallogeny and geochemistry of copper ib a sedimentary formation of the Indravati Group, Bastar District, Madhya Pradesh: Indian Minerals v, 29,no. 1, p. 27-32."
248,"Tantisukrit, C., 1978, Review of the metallic mineral resources of Thailand: Third Regional Conference on Geology and Mineral Resources of Souteast Asia, Bankok Thailand, 14-18 Nov., 1978, 541 p."
249,"Asnachinda, P. and Chantaramee, S., 1986, Regional controls of hydrothermal ore localization in Northern Thailand: GEOSEA V Proceedings, V. 1, Geological  Society of Malaysia, Bulletin 19 p. 421-429."
249,"Tantisukrit, C., 1978, Review of the metallic mineral resources of Thailand: Third Regional Conference on Geology and Mineral Resources of Souteast Asia, Bankok Thailand, 14-18 Nov., 1978, 541 p."
250,"Workman, D.R.,1972, Mineral resources of the Lower Mekong Basin and adjacent areas of the Khmer Republic, Laos, Thailand, and Viet Nam: United Nations, Mineral Resources Development Series No. 39"
251,"Tantisukrit, C., 1978, Review of the metallic mineral resources of Thailand: Third Regional Conference on Geology and Mineral Resources of Souteast Asia, Bankok Thailand, 14-18 Nov., 1978, 541 p."
251,"Gocht, W. , 1981, Type and origin of uranium mineralization in the Khorat Plateau, Thailand: Economic Geology, v. 76, p 1232-1244."
252,"Fontain, H, and Workman, D.R., 1978, Review of the geology and mineral resources of Kampuchea, Laos, and Vietnam: Third Regional Conference on Geology and Mineral Resources of Southeast Asia, Bangkok, Thailand, 14-18 Nov., P. 541"
253,"Fontain, H, and Workman, D.R., 1978, Review of the geology and mineral resources of Kampuchea, Laos, and Vietnam: Third Regional Conference on Geology and Mineral Resources of Southeast Asia, Bangkok, Thailand, 14-18 Nov., P. 541"
254,"McMahon, A.D., 1965, Copper, a materials survey: United States Bureau of Mines, Information Circular 8225, 340 p."
254,"Kinkle. A.R., Jr., Santos-Ynigo, L.M., Samaniego, S., Crispin, O., 1956, Copper deposits of the Philippines: Philippine Bureau of Mines Publication No. 16, 305 p."
255,"Geological Survey of Canada Open File 2915b, 256 p"
255,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
256,"Geological Survey of Canada Open File 2915b, 256 p"
256,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
257,"Rayner, R.A., and Rowlands, N.J., 1980. Stratiform copper in theLate Proterozoic Boorloo Formation, South Australia: Mineralium Deposita, v. 15, p. 139-149."
257,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
257,"Geological Survey of Canada Open File 2915b, 256 p"
258,"Geological Survey of Canada Open File 2915b, 256 p"
258,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
259,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
259,"Rowlands, N.L., 1974, The Gitology of some Adlaidean stratiform copper occurrencesin Bartholomé, Paul, ed. Gisements Statiform et Provinces Cuprifére: Liége, Société Geologique de Belgique, p. 419-427."
259,"Geological Survey of Canada Open File 2915b, 256 p"
260,"Geological Survey of Canada Open File 2915b, 256 p"
260,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
261,"Solomon, M., Groves, D.I., and Jaques, A.L., 2000, The geology and origin of Australias mineral deposits: Centre for Ore Deposit Research, University of Tasmania, 1002 p."
262,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
262,"Maiden, K.J., Innes, A.H., King, M.J., Master, S., and Pettitt, I., 1984, Regional controls on the localization of stratabound copper deposits: Proterozoic examples from southern Africa and South Australia: Precambrian Research, V. 25, p. 99-118."
262,"Knutson, Janice, Donnelly, T.H., and Tonkin, D.G., 1983, Geochemical constraints on the genesis of copper mineralization in the Mount Gunson area, South Australia: Economic Geology v. 78, p. 250-274"
262,"Geological Survey of Canada Open File 2915b, 256 p"
263,"Geological Survey of Canada Open File 2915b, 256 p"
263,"Rowlands, N.L., 1974, The Gitology of some Adlaidean stratiform copper occurrencesin Bartholomé, Paul, ed. Gisements Statiform et Provinces Cuprifére: Liége, Société Geologique de Belgique, p. 419-427."
263,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
264,"Tomkin, G.D. and Creelman, R.A. 1990, Mount Gunson copper depositsin Hughes, F.E., ed., Geology and Mineral Deposits of Australia and Papua New Guinea: The Australian Institute of Mining and Metallurgy, pp. 1037-1043."
265,"Rowlands, N.L., 1974, The Gitology of some Adlaidean stratiform copper occurrencesin Bartholomé, Paul, ed. Gisements Statiform et Provinces Cuprifére: Liége, Société Geologique de Belgique, p. 419-427."
265,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
265,"Geological Survey of Canada Open File 2915b, 256 p"
266,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
266,"Geological Survey of Canada Open File 2915b, 256 p"
267,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
267,"Geological Survey of Canada Open File 2915b, 256 p"
268,"Geological Survey of Canada Open File 2915b, 256 p"
268,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
269,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
269,"Geological Survey of Canada Open File 2915b, 256 p"
270,"Solomon, M., Groves, D.I., and Jaques, A.L., 2000, The geology and origin of Australias mineral deposits: Centre for Ore Deposit Research, University of Tasmania, 1002 p."
270,"Johnson, W., 1963, A reinterpretation of the BurraBurra copper deposit:The  Australasian Institute of Mining and Metallurgy Proceedings No. 206 pp. 63-91."
271,"Lambert, I.B., Donnelly, T.H.,  Etminan, H. , and Rowlands, N.J., 1984, Genesis of Late Proterozoic copper mineralization, Copper Claim, South Australia: Economic Geology, V. 79, pp. 461-475."
271,"Solomon, M., Groves, D.I., and Jaques, A.L., 2000, The geology and origin of Australias mineral deposits: Centre for Ore Deposit Research, University of Tasmania, 1002 p."
272,"Lambert, I.B., Donnelly, T.H., and Rowlands, N.J., 1980, Genesis of Upper Proterozoic stratabound copper mineralization, Kapunda, South Australia: Mineralium Depositaa, v. 15, pp. 1-18."
273,"Verwoerd,  P.J., and Cleghorn, J.H., 1975, Kanmantoo copper orebody in Knight, Cl., ed., Economic Geology of Australia and Papua New Guinea, v. 1, Metals: Australian Institute of Mining and Metallurgy, Melbourne, p. 560-567."
273,"Lambert, I.B., Knutsen, J., Donnelly, T.H., and Etminan, H., 1986, The diverse styles of sediment-hosted copper deosits in Australia in Friedrich, G.H., Genkin, A.D., Naldrett, A.J., Ridge, J.D., Sillitoe, R.H., and Vokes, F.M. Geology and Metallogeny of Copper Deposits, Proceedings 27th International Geological Congress, Moscow, 1984: Berlin, Springer-Verlag, p."
274,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
274,"Geological Survey of Canada Open File 2915b, 256 p"
275,"Bjorlykke, A., Olerud, S,, and Sandstad,J.S., 1985, Metallogeny of Finnmark, North Norway: Norges Geologiske Undersokelse, Bulletin 403, p.183-196."
275,"Geological Survey of Canada Open File 2915b, 256 p"
275,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
276,"Frietsch, R., 1984, The ore deposits of Sweden in Unesco, Explanatory Memoir of the Melallogenic map of Europe and Neighboring Countries,  p. 25-38."
276,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
276,"Geological Survey of Canada Open File 2915b, 256 p."
277,"Frietsch, R., 1984, The ore deposits of Sweden in Unesco, Explanatory Memoir of the Melallogenic map of Europe and Neighboring Countries,  p. 25-38."
277,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
277,"Geological Survey of Canada Open File 2915b, 256 p."
278,"Geological Survey of Canada Open File 2915b, 256 p"
278,"Muir, R.O., and Ridgway, J.M., 1075Sulfide mineralisation of the continentalDevonian sediments of Orkney (Scotland): Mineralium Deposita v. 10, p. 205-215."
278,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
279,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
279,"Frietsch, R., 1984, The ore deposits of Sweden in Unesco, Explanatory Memoir of the Melallogenic map of Europe and Neighboring Countries,  p. 25-38."
279,"Geological Survey of Canada Open File 2915b, 256 p."
280,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
280,"Parnell, J., 1983, Stromatolite-hosted mineralisation in the Oil Shale Group, Scotland: Transactions of the Institution of Mining and Metallurgy (Section B) v. 92"
